Country Name;Country Code;Time;Time Code;Agriculture, forestry, and fishing, value added (% of GDP);Annual freshwater withdrawals, total (% of internal resources);CO2 emissions (metric tons per capita);Exports of goods and services (% of GDP);GDP (current US$);GDP growth (annual %);GNI per capita, Atlas method (current US$);GNI, Atlas method (current US$);Inflation, GDP deflator (annual %);Life expectancy at birth, total (years);Mortality rate, under-5 (per 1,000 live births);Population, total;Urban population growth (annual %);Electric power consumption (kWh per capita);Population growth (annual %)
Peru;PER;2006;YR2006;6.60348433;..;1.086769854;30.53663645;88643193062;7.528899044;2780;78933953914;7.656248079;73.172;24.9;28381078;1.341682209;874.1387484;0.827239267
Peru;PER;2007;YR2007;6.705808385;..;1.182095893;31.52211653;1.02171E+11;8.518387769;3180;90997346226;1.490675955;73.223;23.4;28600387;1.274968853;957.7143134;0.76975937
Peru;PER;2008;YR2008;7.160941146;0.826325411;1.329318686;29.72763021;1.20551E+11;9.126568301;3760;1.08209E+11;1.103276292;73.377;22.1;28806185;1.044934386;1033.528043;0.716987183
Peru;PER;2009;YR2009;7.403906656;0.971485447;1.419219461;26.44205274;1.20823E+11;1.095823659;3940;1.14223E+11;2.063698334;73.466;20.9;29009326;0.950928331;1040.355091;0.702724347
Peru;PER;2010;YR2010;6.827997236;1.11634079;1.539485423;27.82616415;1.47528E+11;8.332459107;4380;1.27971E+11;5.710728594;73.711;19.9;29229572;1.003950159;1099.7082;0.756357203
Peru;PER;2011;YR2011;7.100110137;1.261196133;1.642847492;30.50275976;1.71762E+11;6.327192402;4930;1.45319E+11;6.745787125;74.133;19;29477721;1.089748868;1253.556881;0.845382116
Peru;PER;2012;YR2012;6.725234241;1.406051476;1.617521506;27.44961437;1.9265E+11;6.139724706;5740;1.70806E+11;1.20258494;74.544;18.3;29749589;1.161830437;1227.983351;0.918055909
Peru;PER;2013;YR2013;6.668310165;1.550906819;1.656254081;24.80829942;2.01176E+11;5.852518211;6360;1.91006E+11;1.057234351;74.967;17.6;30038809;1.208072392;1289.831431;0.96748622
Peru;PER;2014;YR2014;6.804247414;1.695762162;1.751594051;22.60697038;2.00786E+11;2.382157372;6470;1.9635E+11;2.432441085;75.333;17.1;30353951;1.282361389;1334.192046;1.043651128
Peru;PER;2015;YR2015;7.04564406;1.840617505;1.776300578;21.28732529;1.89803E+11;3.252244772;6290;1.93151E+11;2.690520901;75.621;16.5;30711863;1.410371138;..;1.172230664
Peru;PER;2016;YR2016;6.935034617;1.985472848;1.826380485;22.60031374;1.91898E+11;3.953318715;6070;1.89103E+11;3.08088269;75.789;16.1;31132779;1.59622338;..;1.361225438
Peru;PER;2017;YR2017;6.77975956;2.130328191;1.717243013;24.71987197;2.11008E+11;2.518835442;6030;1.90677E+11;3.615658261;75.879;15.7;31605486;1.740104185;..;1.506946185
Peru;PER;2018;YR2018;6.885842851;2.275183534;1.695130882;25.19218467;2.22597E+11;3.969351341;6430;2.07219E+11;2.277415318;76.009;15.3;32203944;2.116140196;..;1.87582164
Peru;PER;2019;YR2019;6.853031035;2.349177331;1.735641775;24.03908743;2.28326E+11;2.240631769;6770;2.22362E+11;1.872216268;76.156;14.9;32824861;2.155867974;..;1.909725608
Peru;PER;2020;YR2020;7.695435643;2.349177331;1.398566019;22.71112717;2.01948E+11;-10.86964078;6000;1.99896E+11;3.921897615;73.665;14.5;33304756;1.70460744;..;1.451402401
Peru;PER;2021;YR2021;7.218461347;..;..;29.49320912;2.23718E+11;13.41753029;6420;2.16353E+11;8.451485679;72.377;14.1;33715471;1.484594177;..;1.225660252
Peru;PER;2022;YR2022;..;..;..;29.31772656;2.42632E+11;2.683871435;6770;2.30634E+11;4.38465878;..;..;34049588;1.250729817;..;0.986112054
Uruguay;URY;2000;YR2000;5.9941938;3.969631236;1.657997755;16.69809895;22823271521;-1.929930635;7120;23456558689;3.539308493;75.025;17;3292224;0.713783964;2048.159542;0.403611037
Uruguay;URY;2001;YR2001;5.586703233;3.969631236;1.49845241;16.80465927;20898762265;-3.844129959;6550;21630712646;4.826618333;75.285;16.6;3300939;0.562747242;2016.092997;0.264364921
Uruguay;URY;2002;YR2002;7.529659045;3.969631236;1.370234642;20.62167248;13606515936;-7.732007215;5170;17093994897;12.61627664;75.54;16.2;3306441;0.454286872;2010.621088;0.166541088
Uruguay;URY;2003;YR2003;9.638783006;3.969631236;1.355234514;27.43242014;12045638210;0.805283916;4260;14114181108;16.54163515;75.785;15.8;3310202;0.393085536;1893.237935;0.113683039
Uruguay;URY;2004;YR2004;10.99679087;3.969631236;1.647624586;32.1122956;13686329890;5.004160356;4140;13713762752;10.105056;76.007;15.2;3313801;0.377638777;1934.938157;0.10866542
Uruguay;URY;2005;YR2005;8.745836743;3.969631236;1.632413158;30.40401982;17362857684;7.46013213;4730;15683843918;0.677868374;76.194;14.4;3317665;0.375119849;2004.421785;0.116535331
Uruguay;URY;2006;YR2006;8.91384523;3.969631236;1.905948983;30.2975044;19741420467;4.098577354;5410;17982123192;7.41439913;76.362;13.6;3322282;0.389484489;2226.782675;0.139067397
Uruguay;URY;2007;YR2007;8.499364189;3.969631236;1.7588807;29.09048725;23797773024;6.541510845;6450;21458528138;10.31496818;76.498;12.7;3328651;0.432832591;2421.401342;0.19152206
Uruguay;URY;2008;YR2008;9.168924036;3.969631236;2.32308372;30.20302397;31119603034;7.176144665;7850;26179934315;8.902388578;76.623;11.9;3336126;0.457566063;2597.623711;0.224313676
Uruguay;URY;2009;YR2009;7.886996096;3.969631236;2.292327272;27.09921575;32708318594;4.243494195;9040;30246695771;8.617074545;76.738;11.3;3344156;0.464623764;2674.51638;0.240409128
Uruguay;URY;2010;YR2010;7.202064507;3.969631236;1.874277997;26.34299454;41950361212;7.803409651;10820;36261110832;5.746856984;76.858;10.8;3352651;0.471068347;2821.349434;0.253703132
Uruguay;URY;2011;YR2011;8.829161999;3.969631236;2.26255839;26.42214942;50342405198;5.162133025;12600;42355223734;9.875420246;76.983;10.4;3361637;0.477160589;2828.383909;0.267668154
Uruguay;URY;2012;YR2012;8.121772485;3.969631236;2.526657951;25.91962942;54232266359;3.538178721;14080;47470995111;9.412912474;77.111;10;3371133;0.416235193;2953.309763;0.282083193
Uruguay;URY;2013;YR2013;7.616200627;3.969631236;2.176045049;23.35313642;61337620936;4.637538629;16310;55134831559;8.999246669;77.24;9.7;3381180;0.407306701;3008.712935;0.297587135
Uruguay;URY;2014;YR2014;6.735462172;3.969631236;1.91658249;23.54266161;61496186974;3.23879123;16960;57521641533;10.2206566;77.366;9.3;3391662;0.416989737;3093.173789;0.309530574
Uruguay;URY;2015;YR2015;6.131441943;3.969631236;1.956378507;22.47785125;57680328702;0.370741258;16900;57498586628;9.855420322;77.483;8.9;3402818;0.433656929;..;0.328384513
Uruguay;URY;2016;YR2016;6.678720208;3.969631236;1.911408105;26.9316811;57480788380;1.689798159;16320;55711409590;8.16545834;77.571;8.4;3413766;0.425349928;..;0.321216886
Uruguay;URY;2017;YR2017;5.309238136;3.969631236;1.783589504;25.93116122;65006047680;1.740376493;16550;56644986606;5.680183916;77.625;7.9;3422200;0.347579383;..;0.246753839
Uruguay;URY;2018;YR2018;5.718803255;3.969631236;1.910014526;26.5005732;65203071111;0.156000001;17510;60022049770;7.302102491;77.611;7.3;3427042;0.240039132;..;0.141387932
Uruguay;URY;2019;YR2019;6.556707644;3.969631236;1.985381557;27.810397;62048585619;0.744431645;18170;62288404015;8.385847753;77.508;6.8;3428409;0.136356775;..;0.039880674
Uruguay;URY;2020;YR2020;6.491434616;3.969631236;1.89971905;25.20863144;53666908480;-6.262976819;16080;55125243483;9.957512111;78.43;6.3;3429086;0.112939219;..;0.019744819
Uruguay;URY;2021;YR2021;8.128929945;..;..;30.48206444;61412268249;5.276558867;16150;55340341992;12.68088251;75.436;5.8;3426260;0.009647532;..;-0.082446609
Uruguay;URY;2022;YR2022;7.271275646;..;..;31.32223241;71177146197;4.921874463;18030;61716986463;4.413071553;..;..;3422794;-0.012334353;..;-0.101211066
Venezuela;VEN;2000;YR2000;3.932985731;1.125329193;5.383910228;29.74421966;1.17146E+11;3.686944167;4080;99732734567;29.45282511;72.478;21.5;24427729;2.244044224;2641.915669;1.904270627
Venezuela;VEN;2001;YR2001;4.231512485;1.371843478;5.4581709;22.73563157;1.22911E+11;3.394236108;4560;1.13334E+11;7.996904056;71.201;20.9;24880203;2.167146396;2706.730327;1.835350553
Venezuela;VEN;2002;YR2002;3.847046192;1.618357764;5.556353658;30.43357055;92893587734;-8.855647353;3950;1.00163E+11;33.02287608;72.662;20.3;25330929;1.824963525;2733.456795;1.795371222
Venezuela;VEN;2003;YR2003;4.31314644;1.86487205;5.266078942;33.85338941;83620628582;-7.75530005;3460;89286149386;34.93375574;71.94;19.8;25782029;1.794738905;2640.909294;1.765155962
Venezuela;VEN;2004;YR2004;3.718817184;2.111386335;5.323029267;36.19835357;1.12451E+11;18.28660669;4070;1.06853E+11;33.95372434;72.514;19.1;26226927;1.740466211;2772.150927;1.710893225
Venezuela;VEN;2005;YR2005;3.695183232;2.357900621;5.52610102;39.65865274;1.45513E+11;10.3179138;4930;1.31579E+11;29.60405935;72.782;18.5;26668785;1.700281141;2860.910236;1.670714926
Venezuela;VEN;2006;YR2006;3.656804634;2.583987578;5.44357092;36.51862161;1.83478E+11;9.872149109;6070;1.64619E+11;17.90431555;72.742;17.9;27102081;1.641231213;2971.432341;1.611673425
Venezuela;VEN;2007;YR2007;3.813539389;2.810074534;5.173046257;31.13053886;2.30364E+11;8.753578808;7550;2.07833E+11;15.44847776;73.058;17.5;27525097;1.578316994;2988.726979;1.548769207
Venezuela;VEN;2008;YR2008;4.158416116;2.810074534;5.409644283;30.82166901;3.15953E+11;5.277854124;9300;2.59751E+11;30.13245285;72.436;17.2;27933833;1.502444466;3091.913666;1.474039982
Venezuela;VEN;2009;YR2009;5.662177795;2.810074534;5.386433272;18.07151887;3.29788E+11;-3.202302657;10270;2.90886E+11;7.83166636;72.579;17.1;28327892;1.430358922;3058.575626;1.400829583
Venezuela;VEN;2010;YR2010;5.375265166;2.810074534;5.714834556;28.53040699;3.93192E+11;-1.488791251;11690;3.35817E+11;45.9432687;72.89;17.1;28715022;1.386871897;3165.068096;1.357349815
Venezuela;VEN;2011;YR2011;5.012930064;2.810074534;5.500368623;29.94301461;3.16482E+11;4.176425359;11890;3.46032E+11;28.14919095;72.913;17.2;29096159;1.346955693;3233.313373;1.318577187
Venezuela;VEN;2012;YR2012;5.016368634;2.810074534;6.14612086;26.17101425;3.81286E+11;5.625956975;12660;3.73061E+11;14.05943006;73.036;17.3;29470426;1.2951321;3292.113931;1.278107969
Venezuela;VEN;2013;YR2013;4.902550073;2.810074534;6.046734802;24.7649783;3.71005E+11;1.343094036;11950;3.56607E+11;35.50267463;73.196;17.6;29838021;1.250965113;3292.711671;1.239620074
Venezuela;VEN;2014;YR2014;5.026753566;2.810074534;5.936295447;16.69382735;4.82359E+11;-3.894386475;13010;3.92925E+11;40.44049011;72.853;18;30193258;1.195999461;2705.604013;1.183520166
Venezuela;VEN;2015;YR2015;..;2.810074534;5.343217081;..;..;..;..;..;..;73.006;19.1;30529716;1.119531254;..;1.108184995
Venezuela;VEN;2016;YR2016;..;2.810074534;4.894584721;..;..;..;..;..;..;72.058;24.2;30741464;0.70366356;..;0.691185784
Venezuela;VEN;2017;YR2017;..;2.810074534;4.573681235;..;..;..;..;..;..;71.943;24.2;30563433;-0.560394033;..;-0.580806784
Venezuela;VEN;2018;YR2018;..;2.810074534;4.363961453;..;..;..;..;..;..;71.979;24.2;29825653;-2.415196646;..;-2.443543225
Venezuela;VEN;2019;YR2019;..;2.810074534;3.71059907;..;..;..;..;..;..;72.161;24.2;28971683;-2.868724752;..;-2.904995745
Venezuela;VEN;2020;YR2020;..;2.810074534;2.545027978;..;..;..;..;..;..;71.095;24.2;28490453;-1.630797425;..;-1.674985598
Venezuela;VEN;2021;YR2021;..;..;..;..;..;..;..;..;..;70.554;24.2;28199867;-0.973082845;..;-1.025178708
Venezuela;VEN;2022;YR2022;..;..;..;..;..;..;..;..;..;..;..;28301696;0.420433261;..;0.360447056
Suriname;SUR;2000;YR2000;9.539245695;0.676767677;3.090660086;..;947671969.7;2.099998868;1940;929683323.8;60.74282138;65.508;31.3;478998;1.908662522;2227.566712;1.798973373
Suriname;SUR;2001;YR2001;9.0948679;0.667659933;3.119775787;..;834279357.8;4.200000421;1630;796422432.4;39.53022823;65.482;30.3;487394;1.847624022;2306.142464;1.737640886
Suriname;SUR;2002;YR2002;6.704774505;0.658552189;2.250830196;..;1093574468;2.800000689;1870;928634466.5;37.45328232;65.531;29.3;495666;1.794111421;2475.457264;1.68294819
Suriname;SUR;2003;YR2003;6.479723876;0.649444444;2.449402517;..;1274190311;6.299999433;2130;1071714238;21.31797822;65.596;28.4;503780;1.733313256;2399.85708;1.623735204
Suriname;SUR;2004;YR2004;5.224880586;0.6403367;2.728234216;..;1484092538;8.500000185;2730;1392461562;12.83792785;66.416;27.5;510572;1.448486705;2506.992158;1.339200102
Suriname;SUR;2005;YR2005;4.9193713;0.631228956;3.268490179;..;1793410617;4.500000211;3210;1658315188;15.53981194;67.002;26.7;516220;1.017869529;2675.215993;1.100136535
Suriname;SUR;2006;YR2006;9.991673605;0.622121212;2.929506937;52.74771024;2626380435;5.793543585;3910;2038948387;39.03612463;67.571;25.9;522023;1.017390982;2674.211673;1.117861701
Suriname;SUR;2007;YR2007;10.14762436;0.622121212;2.673152178;54.12479841;2936612022;5.111487778;4890;2580911421;6.425201252;68.204;25.2;527946;1.025931714;2680.198354;1.128235753
Suriname;SUR;2008;YR2008;8.929676222;0.622121212;2.725953201;56.90864096;3532969035;4.143406812;6130;3271821457;15.52114322;68.816;24.5;533938;1.026501002;2936.67055;1.12857216
Suriname;SUR;2009;YR2009;9.842075578;0.622121212;2.679268205;44.1248355;3875409836;3.013698983;6740;3641823424;6.483624248;69.505;23.9;539987;1.025552276;2931.552056;1.126533784
Suriname;SUR;2010;YR2010;9.472192112;0.622121212;3.19526443;52.54731927;4368371528;5.168825152;7380;4031993461;7.196554191;69.894;23.3;546080;1.019557817;2887.855259;1.122041996
Suriname;SUR;2011;YR2011;8.732355383;0.622121212;3.536618938;..;4422276622;5.849367672;7680;4240253993;13.84444685;69.914;22.7;552146;1.002162924;3214.729438;1.10470189
Suriname;SUR;2012;YR2012;8.385055373;0.622121212;4.374810746;..;4980000000;2.690349747;8290;4626182024;10.7352006;69.764;22.1;558111;0.971924317;3214.414337;1.074536327
Suriname;SUR;2013;YR2013;8.485954891;0.622121212;4.060328364;..;5145757576;2.933441652;8690;4898303143;0.383766168;69.682;21.6;563947;0.937638602;3523.380743;1.040240812
Suriname;SUR;2014;YR2014;9.384757719;0.622121212;4.599057018;..;5240606061;0.255503032;8990;5123441781;1.583687158;69.782;21;569682;0.934506435;3493.176895;1.011803496
Suriname;SUR;2015;YR2015;10.4084313;0.622121212;4.733654807;..;5126238146;-3.411096013;8640;4971155658;4.852477354;70.8;20.5;575475;0.961900435;..;1.011747632
Suriname;SUR;2016;YR2016;10.76804366;0.622121212;5.081899999;..;3317421500;-4.915786469;6740;3920674560;24.07474753;71.592;19.9;581453;1.009263561;..;1.033435651
Suriname;SUR;2017;YR2017;10.91722623;0.622121212;4.160143917;..;3591679371;1.567191065;5770;3387466350;28.14365052;72.417;19.4;587559;1.046093718;..;1.044652327
Suriname;SUR;2018;YR2018;10.03296998;0.622121212;3.615421541;..;3996198760;4.948270766;5790;3437579134;5.660594092;72.553;18.8;593715;1.070965509;..;1.042273974
Suriname;SUR;2019;YR2019;8.596906948;0.622121212;4.42581305;..;4016040575;1.168797882;6020;3612321181;5.177652595;72.242;18.3;600301;1.156193605;..;1.103178985
Suriname;SUR;2020;YR2020;8.136028415;0.622121212;4.285076557;..;2911807496;-15.97519639;4500;2730334701;45.21776444;72.561;17.7;607065;1.202014633;..;1.120467326
Suriname;SUR;2021;YR2021;9.188493633;..;..;..;2984706244;-2.729618827;4410;2702729574;56.11973655;70.274;17.2;612985;1.076445724;..;0.970459647
Suriname;SUR;2022;YR2022;..;..;..;..;3620655116;1.88771872;4880;3016805233;49.33298304;..;..;618040;0.954014569;..;0.821271447
